ID;Domaine;Mode;Portée du lien;Discordance du support;Réponse affichée;Réponse historique du support;Documentation Microsoft;Question source
T2-Q9;Gérer les identités et la gouvernance Azure;Fiche question/réponse du support;theme;Non;From Azure PowerShell, run the Set-AzMarketplaceTerms cmdlet;From Azure PowerShell, run the Set-AzMarketplaceTerms cmdlet;https://learn.microsoft.com/en-us/azure/azure-resource-manager/templates/deployment-modes;"You recently created a new Azure subscription that contains a user named Admin1.

Admin1 attempts to deploy an Azure Marketplace resource by using an Azure Resource Manager template. Admin1 deploys the template by using

Azure

PowerShell and receives the following error message: `User failed validation to purchase resources. Error message: `Legal terms have not been

accepted for this item on this subscription. To accept legal terms, please go to the Azure portal (http://go.microsoft.com/fwlink/?LinkId=534873)

and configure programmatic deployment for the Marketplace item or create it there for the first time.`

You need to ensure that Admin1 can deploy the Marketplace resource successfully.

What should you do?"
T2-Q10;Gérer les identités et la gouvernance Azure;Fiche question/réponse du support;theme;Non;From the Directory role blade, modify the directory role;From the Directory role blade, modify the directory role;https://learn.microsoft.com/en-us/azure/role-based-access-control/role-assignments-portal;"You have an Azure Active Directory (Azure AD) tenant that contains 5,000 user accounts.

You create a new user account named AdminUser1.

You need to assign the User administrator administrative role to AdminUser1.

What should you do from the user account properties?"
T2-Q11;Gérer les identités et la gouvernance Azure;Fiche question/réponse du support;theme;Non;From the Licenses blade of Azure AD, assign a license;From the Licenses blade of Azure AD, assign a license;https://learn.microsoft.com/en-us/entra/identity/role-based-access-control/permissions-reference;"You have an Azure Active Directory (Azure AD) tenant named contoso.onmicrosoft.com that contains 100 user accounts.

You purchase 10 Azure AD Premium P2 licenses for the tenant.

You need to ensure that 10 users can use all the Azure AD Premium features.

What should you do?"
T2-Q12;Déployer et gérer les ressources de calcul Azure;Fiche question/réponse du support;theme;Non;Deploy the IT Service Management Connector (ITSM);Deploy the IT Service Management Connector (ITSM);https://learn.microsoft.com/en-us/azure/azure-monitor/alerts/alerts-overview;"You have an Azure subscription named Subscription1 and an on-premises deployment of Microsoft System Center Service Manager.

Subscription1 contains a virtual machine named VM1.

You need to ensure that an alert is set in Service Manager when the amount of available memory on VM1 is below 10 percent.

What should you do first?"
T2-Q13;Gérer les identités et la gouvernance Azure;Fiche question/réponse du support;theme;Non;Device settings from the Devices blade;Device settings from the Devices blade;https://learn.microsoft.com/en-us/entra/identity/role-based-access-control/permissions-reference;"You sign up for Azure Active Directory (Azure AD) Premium P2.

You need to add a user named admin1@contoso.com as an administrator on all the computers that will be joined to the Azure AD domain.

What should you configure in Azure AD?"
T2-Q14;Gérer les identités et la gouvernance Azure;Fiche question/réponse du support;theme;Non;Ligne 1 du tableau : Oui · Ligne 2 du tableau : Non · Ligne 3 du tableau : Non;Ligne 1 du tableau : Oui · Ligne 2 du tableau : Non · Ligne 3 du tableau : Non;https://learn.microsoft.com/en-us/entra/identity/role-based-access-control/permissions-reference;"You have Azure Active Directory tenant named Contoso.com that includes following users:

Contoso.com includes following Windows 10 devices:

You create following security groups in Contoso.com:

For each of the following statements, select Yes if the statement is true. Otherwise, select No.

NOTE: Each correct selection is worth one point."
T2-Q15;Gérer les identités et la gouvernance Azure;Fiche question/réponse du support;theme;Non;Stop the backup of SQLDB01;Stop the backup of SQLDB01;https://learn.microsoft.com/en-us/azure/backup/backup-azure-arm-restore-vms;"You have an Azure subscription that contains a resource group named RG26.

RG26 is set to the West Europe location and is used to create temporary resources for a project. RG26 contains the resources shown in the

following table.

SQLDB01 is backed up to RGV1.

When the project is complete, you attempt to delete RG26 from the Azure portal. The deletion fails.

You need to delete RG26.

What should you do first?"
T2-Q16;Gérer les identités et la gouvernance Azure;Exercice avec correction comparée aux sources;scenario;Non;Assign User1 the User Access Administrator role for VNet1.;Assign User1 the User Access Administrator role for VNet1.;https://learn.microsoft.com/en-us/azure/role-based-access-control/built-in-roles;User1 est Reader sur Subscription1. Vous voulez lui permettre d’attribuer le rôle Reader seulement sur VNet1, sans lui donner la gestion des ressources. Que lui attribuer ?
T2-Q17;Gérer les identités et la gouvernance Azure;Exercice avec correction comparée aux sources;scenario;Non;MX;MX & TXT;https://learn.microsoft.com/en-us/azure/dns/dns-domain-delegation;"You have an Azure Active Directory (Azure AD) tenant named contosocloud.onmicrosoft.com.

Your company has a public DNS zone for contoso.com.

You add contoso.com as a custom domain name to Azure AD.

You need to ensure that Azure can verify the domain name.

Which type of DNS record should you create?"
T2-Q18;Gérer les identités et la gouvernance Azure;Fiche question/réponse du support;theme;Non;No;No;https://learn.microsoft.com/en-us/azure/role-based-access-control/role-assignments-portal;"Note: This question is part of a series of questions that present the same scenario. Each question in the series contains a unique solution that

might meet the stated goals. Some question sets might have more than one correct solution, while others might not have a correct solution.

After you answer a question in this section, you will NOT be able to return to it. As a result, these questions will not appear in the review screen.

You have an Azure Directory (Azure AD) tenant named Adatum and an Azure Subscription named Subscription1. Adatum contains a group named

Developers.

Subscription1 contains a resource group named Dev.

You need to provide the Developers group with the ability to create Azure logic apps in the Dev resource group.

Solution: On Subscription1, you assign the DevTest Labs User role to the Developers group.

Does this meet the goal?"
